train_number,run_date,station_code,sequence,scheduled_arrival,actual_arrival,scheduled_departure,actual_departure,distance_km
12302,2026-09-01,DDU,4,2026-09-02T00:45:00,2026-09-02T00:51:24,2026-09-02T00:55:00,2026-09-02T01:00:54,787.0
12302,2026-09-01,GAYA,5,2026-09-02T03:10:00,2026-09-02T03:17:00,2026-09-02T03:13:00,2026-09-02T03:19:30,992.0
12302,2026-09-01,DHN,6,2026-09-02T05:55:00,2026-09-02T06:00:24,2026-09-02T06:00:00,2026-09-02T06:07:24,1193.0
12302,2026-09-01,ASN,7,2026-09-02T06:54:00,2026-09-02T06:56:48,2026-09-02T06:56:00,2026-09-02T06:59:48,1251.0
12302,2026-09-01,HWH,8,2026-09-02T09:55:00,2026-09-02T09:58:48,,,1450.0
22436,2026-09-01,NDLS,1,,,2026-09-01T06:00:00,2026-09-01T06:05:00,0.0
22436,2026-09-01,CNB,2,2026-09-01T10:08:00,2026-09-01T10:17:06,2026-09-01T10:10:00,2026-09-01T10:18:36,440.0
22436,2026-09-01,PRYJ,3,2026-09-01T12:08:00,2026-09-01T12:14:18,2026-09-01T12:10:00,2026-09-01T12:16:48,634.0
22436,2026-09-01,BSB,4,2026-09-01T14:00:00,2026-09-01T14:08:12,,,759.0
12952,2026-09-01,NDLS,1,,,2026-09-01T16:55:00,2026-09-01T16:55:00,0.0
12952,2026-09-01,KOTA,2,2026-09-01T21:30:00,2026-09-01T21:30:00,2026-09-01T21:40:00,2026-09-01T21:39:30,465.0
12952,2026-09-01,BRC,3,2026-09-02T03:40:00,2026-09-02T03:41:12,2026-09-02T03:50:00,2026-09-02T03:52:12,992.0
12952,2026-09-01,MMCT,4,2026-09-02T08:35:00,2026-09-02T08:35:00,,,1384.0
12302,2026-09-02,NDLS,1,,,2026-09-02T16:55:00,2026-09-02T16:55:00,0.0
12302,2026-09-02,CNB,2,2026-09-02T21:30:00,2026-09-02T21:32:12,2026-09-02T21:35:00,2026-09-02T21:37:12,440.0
12302,2026-09-02,PRYJ,3,2026-09-02T23:43:00,2026-09-02T23:44:30,2026-09-02T23:45:00,2026-09-02T23:48:30,634.0
12302,2026-09-02,DDU,4,2026-09-03T00:45:00,2026-09-03T00:54:36,2026-09-03T00:55:00,2026-09-03T01:05:06,787.0
12302,2026-09-02,GAYA,5,2026-09-03T03:10:00,2026-09-03T03:19:24,2026-09-03T03:13:00,2026-09-03T03:24:24,992.0
12302,2026-09-02,DHN,6,2026-09-03T05:55:00,2026-09-03T06:04:24,2026-09-03T06:00:00,2026-09-03T06:10:24,1193.0
12302,2026-09-02,ASN,7,2026-09-03T06:54:00,2026-09-03T07:01:12,2026-09-03T06:56:00,2026-09-03T07:05:12,1251.0
12302,2026-09-02,HWH,8,2026-09-03T09:55:00,2026-09-03T10:04:48,,,1450.0
22436,2026-09-02,NDLS,1,,,2026-09-02T06:00:00,2026-09-02T06:05:00,0.0
22436,2026-09-02,CNB,2,2026-09-02T10:08:00,2026-09-02T10:09:48,2026-09-02T10:10:00,2026-09-02T10:12:18,440.0
22436,2026-09-02,PRYJ,3,2026-09-02T12:08:00,2026-09-02T12:08:00,2026-09-02T12:10:00,2026-09-02T12:09:30,634.0
22436,2026-09-02,BSB,4,2026-09-02T14:00:00,2026-09-02T14:02:48,,,759.0
12952,2026-09-02,NDLS,1,,,2026-09-02T16:55:00,2026-09-02T16:55:00,0.0
12952,2026-09-02,KOTA,2,2026-09-02T21:30:00,2026-09-02T21:30:54,2026-09-02T21:40:00,2026-09-02T21:41:54,465.0
12952,2026-09-02,BRC,3,2026-09-03T03:40:00,2026-09-03T03:40:00,2026-09-03T03:50:00,2026-09-03T03:49:30,992.0
12952,2026-09-02,MMCT,4,2026-09-03T08:35:00,2026-09-03T08:35:30,,,1384.0
12302,2026-09-03,NDLS,1,,,2026-09-03T16:55:00,2026-09-03T17:05:00,0.0
12302,2026-09-03,CNB,2,2026-09-03T21:30:00,2026-09-03T21:44:12,2026-09-03T21:35:00,2026-09-03T21:51:12,440.0
12302,2026-09-03,PRYJ,3,2026-09-03T23:43:00,2026-09-03T23:57:12,2026-09-03T23:45:00,2026-09-04T00:01:12,634.0
12302,2026-09-03,DDU,4,2026-09-04T00:45:00,2026-09-04T01:00:42,2026-09-04T00:55:00,2026-09-04T01:11:42,787.0
12302,2026-09-03,GAYA,5,2026-09-04T03:10:00,2026-09-04T03:25:00,2026-09-04T03:13:00,2026-09-04T03:30:00,992.0
12302,2026-09-03,DHN,6,2026-09-04T05:55:00,2026-09-04T06:11:24,2026-09-04T06:00:00,2026-09-04T06:18:24,1193.0
12302,2026-09-03,ASN,7,2026-09-04T06:54:00,2026-09-04T07:12:36,2026-09-04T06:56:00,2026-09-04T07:15:06,1251.0
12302,2026-09-03,HWH,8,2026-09-04T09:55:00,2026-09-04T10:12:48,,,1450.0
22436,2026-09-03,NDLS,1,,,2026-09-03T06:00:00,2026-09-03T06:05:00,0.0
22436,2026-09-03,CNB,2,2026-09-03T10:08:00,2026-09-03T10:18:54,2026-09-03T10:10:00,2026-09-03T10:21:54,440.0
22436,2026-09-03,PRYJ,3,2026-09-03T12:08:00,2026-09-03T12:15:48,2026-09-03T12:10:00,2026-09-03T12:19:48,634.0
22436,2026-09-03,BSB,4,2026-09-03T14:00:00,2026-09-03T14:07:30,,,759.0
12952,2026-09-03,NDLS,1,,,2026-09-03T16:55:00,2026-09-03T16:55:00,0.0
12952,2026-09-03,KOTA,2,2026-09-03T21:30:00,2026-09-03T21:30:00,2026-09-03T21:40:00,2026-09-03T21:40:00,465.0
12952,2026-09-03,BRC,3,2026-09-04T03:40:00,2026-09-04T03:43:12,2026-09-04T03:50:00,2026-09-04T03:54:12,992.0
12952,2026-09-03,MMCT,4,2026-09-04T08:35:00,2026-09-04T08:41:30,,,1384.0
12302,2026-09-04,NDLS,1,,,2026-09-04T16:55:00,2026-09-04T17:00:00,0.0
12302,2026-09-04,CNB,2,2026-09-04T21:30:00,2026-09-04T21:35:42,2026-09-04T21:35:00,2026-09-04T21:41:12,440.0
12302,2026-09-04,PRYJ,3,2026-09-04T23:43:00,2026-09-04T23:46:54,2026-09-04T23:45:00,2026-09-04T23:50:54,634.0
12302,2026-09-04,DDU,4,2026-09-05T00:45:00,2026-09-05T00:58:18,2026-09-05T00:55:00,2026-09-05T01:08:18,787.0
12302,2026-09-04,GAYA,5,2026-09-05T03:10:00,2026-09-05T03:21:00,2026-09-05T03:13:00,2026-09-05T03:26:00,992.0
12302,2026-09-04,DHN,6,2026-09-05T05:55:00,2026-09-05T06:04:48,2026-09-05T06:00:00,2026-09-05T06:09:18,1193.0
12302,2026-09-04,ASN,7,2026-09-05T06:54:00,2026-09-05T07:00:42,2026-09-05T06:56:00,2026-09-05T07:04:42,1251.0
12302,2026-09-04,HWH,8,2026-09-05T09:55:00,2026-09-05T10:00:30,,,1450.0
22436,2026-09-04,NDLS,1,,,2026-09-04T06:00:00,2026-09-04T06:05:00,0.0
22436,2026-09-04,CNB,2,2026-09-04T10:08:00,2026-09-04T10:12:18,2026-09-04T10:10:00,2026-09-04T10:16:18,440.0
22436,2026-09-04,PRYJ,3,2026-09-04T12:08:00,2026-09-04T12:11:06,2026-09-04T12:10:00,2026-09-04T12:13:06,634.0
22436,2026-09-04,BSB,4,2026-09-04T14:00:00,2026-09-04T14:03:18,,,759.0
12952,2026-09-04,NDLS,1,,,2026-09-04T16:55:00,2026-09-04T16:57:00,0.0
12952,2026-09-04,KOTA,2,2026-09-04T21:30:00,2026-09-04T21:32:30,2026-09-04T21:40:00,2026-09-04T21:42:30,465.0
12952,2026-09-04,BRC,3,2026-09-05T03:40:00,2026-09-05T03:41:24,2026-09-05T03:50:00,2026-09-05T03:51:24,992.0
12952,2026-09-04,MMCT,4,2026-09-05T08:35:00,2026-09-05T08:35:00,,,1384.0
12302,2026-09-05,NDLS,1,,,2026-09-05T16:55:00,2026-09-05T16:55:00,0.0
12302,2026-09-05,CNB,2,2026-09-05T21:30:00,2026-09-05T21:35:36,2026-09-05T21:35:00,2026-09-05T21:40:36,440.0
12302,2026-09-05,PRYJ,3,2026-09-05T23:43:00,2026-09-05T23:46:36,2026-09-05T23:45:00,2026-09-05T23:49:06,634.0
12302,2026-09-05,DDU,4,2026-09-06T00:45:00,2026-09-06T00:55:24,2026-09-06T00:55:00,2026-09-06T01:05:54,787.0
12302,2026-09-05,GAYA,5,2026-09-06T03:10:00,2026-09-06T03:19:00,2026-09-06T03:13:00,2026-09-06T03:22:30,992.0
12302,2026-09-05,DHN,6,2026-09-06T05:55:00,2026-09-06T06:02:00,2026-09-06T06:00:00,2026-09-06T06:07:30,1193.0
12302,2026-09-05,ASN,7,2026-09-06T06:54:00,2026-09-06T07:00:42,2026-09-06T06:56:00,2026-09-06T07:04:42,1251.0
12302,2026-09-05,HWH,8,2026-09-06T09:55:00,2026-09-06T10:04:06,,,1450.0
22436,2026-09-05,NDLS,1,,,2026-09-05T06:00:00,2026-09-05T06:00:00,0.0
22436,2026-09-05,CNB,2,2026-09-05T10:08:00,2026-09-05T10:13:24,2026-09-05T10:10:00,2026-09-05T10:17:24,440.0
22436,2026-09-05,PRYJ,3,2026-09-05T12:08:00,2026-09-05T12:11:18,2026-09-05T12:10:00,2026-09-05T12:14:18,634.0
22436,2026-09-05,BSB,4,2026-09-05T14:00:00,2026-09-05T14:01:42,,,759.0
12952,2026-09-05,NDLS,1,,,2026-09-05T16:55:00,2026-09-05T16:57:00,0.0
12952,2026-09-05,KOTA,2,2026-09-05T21:30:00,2026-09-05T21:33:06,2026-09-05T21:40:00,2026-09-05T21:43:36,465.0
12952,2026-09-05,BRC,3,2026-09-06T03:40:00,2026-09-06T03:46:48,2026-09-06T03:50:00,2026-09-06T03:56:18,992.0
12952,2026-09-05,MMCT,4,2026-09-06T08:35:00,2026-09-06T08:43:54,,,1384.0
12302,2026-09-06,NDLS,1,,,2026-09-06T16:55:00,2026-09-06T17:00:00,0.0
12302,2026-09-06,CNB,2,2026-09-06T21:30:00,2026-09-06T21:36:30,2026-09-06T21:35:00,2026-09-06T21:43:30,440.0
12302,2026-09-06,PRYJ,3,2026-09-06T23:43:00,2026-09-06T23:48:30,2026-09-06T23:45:00,2026-09-06T23:52:30,634.0
12302,2026-09-06,DDU,4,2026-09-07T00:45:00,2026-09-07T00:56:48,2026-09-07T00:55:00,2026-09-07T01:07:48,787.0
12302,2026-09-06,GAYA,5,2026-09-07T03:10:00,2026-09-07T03:23:12,2026-09-07T03:13:00,2026-09-07T03:25:42,992.0
12302,2026-09-06,DHN,6,2026-09-07T05:55:00,2026-09-07T06:05:48,2026-09-07T06:00:00,2026-09-07T06:10:48,1193.0
12302,2026-09-06,ASN,7,2026-09-07T06:54:00,2026-09-07T07:06:18,2026-09-07T06:56:00,2026-09-07T07:10:18,1251.0
12302,2026-09-06,HWH,8,2026-09-07T09:55:00,2026-09-07T10:07:30,,,1450.0
22436,2026-09-06,NDLS,1,,,2026-09-06T06:00:00,2026-09-06T06:10:00,0.0
22436,2026-09-06,CNB,2,2026-09-06T10:08:00,2026-09-06T10:25:48,2026-09-06T10:10:00,2026-09-06T10:28:48,440.0
22436,2026-09-06,PRYJ,3,2026-09-06T12:08:00,2026-09-06T12:24:36,2026-09-06T12:10:00,2026-09-06T12:27:36,634.0
22436,2026-09-06,BSB,4,2026-09-06T14:00:00,2026-09-06T14:16:00,,,759.0
12952,2026-09-06,NDLS,1,,,2026-09-06T16:55:00,2026-09-06T16:55:00,0.0
12952,2026-09-06,KOTA,2,2026-09-06T21:30:00,2026-09-06T21:30:30,2026-09-06T21:40:00,2026-09-06T21:41:00,465.0
12952,2026-09-06,BRC,3,2026-09-07T03:40:00,2026-09-07T03:43:30,2026-09-07T03:50:00,2026-09-07T03:53:30,992.0
12952,2026-09-06,MMCT,4,2026-09-07T08:35:00,2026-09-07T08:40:48,,,1384.0
12302,2026-09-07,NDLS,1,,,2026-09-07T16:55:00,2026-09-07T17:00:00,0.0
12302,2026-09-07,CNB,2,2026-09-07T21:30:00,2026-09-07T21:36:30,2026-09-07T21:35:00,2026-09-07T21:41:00,440.0
12302,2026-09-07,PRYJ,3,2026-09-07T23:43:00,2026-09-07T23:47:18,2026-09-07T23:45:00,2026-09-07T23:50:18,634.0
12302,2026-09-07,DDU,4,2026-09-08T00:45:00,2026-09-08T00:54:30,2026-09-08T00:55:00,2026-09-08T01:05:30,787.0
12302,2026-09-07,GAYA,5,2026-09-08T03:10:00,2026-09-08T03:20:00,2026-09-08T03:13:00,2026-09-08T03:23:30,992.0
12302,2026-09-07,DHN,6,2026-09-08T05:55:00,2026-09-08T06:02:18,2026-09-08T06:00:00,2026-09-08T06:06:48,1193.0
12302,2026-09-07,ASN,7,2026-09-08T06:54:00,2026-09-08T07:01:06,2026-09-08T06:56:00,2026-09-08T07:02:36,1251.0
12302,2026-09-07,HWH,8,2026-09-08T09:55:00,2026-09-08T10:01:36,,,1450.0
22436,2026-09-07,NDLS,1,,,2026-09-07T06:00:00,2026-09-07T06:00:00,0.0
22436,2026-09-07,CNB,2,2026-09-07T10:08:00,2026-09-07T10:18:12,2026-09-07T10:10:00,2026-09-07T10:21:12,440.0
22436,2026-09-07,PRYJ,3,2026-09-07T12:08:00,2026-09-07T12:14:12,2026-09-07T12:10:00,2026-09-07T12:17:12,634.0
22436,2026-09-07,BSB,4,2026-09-07T14:00:00,2026-09-07T14:07:18,,,759.0
12952,2026-09-07,NDLS,1,,,2026-09-07T16:55:00,2026-09-07T16:55:00,0.0
12952,2026-09-07,KOTA,2,2026-09-07T21:30:00,2026-09-07T21:30:00,2026-09-07T21:40:00,2026-09-07T21:42:00,465.0
12952,2026-09-07,BRC,3,2026-09-08T03:40:00,2026-09-08T03:43:12,2026-09-08T03:50:00,2026-09-08T03:54:12,992.0
12952,2026-09-07,MMCT,4,2026-09-08T08:35:00,2026-09-08T08:38:06,,,1384.0
12302,2026-09-08,NDLS,1,,,2026-09-08T16:55:00,2026-09-08T17:00:00,0.0
12302,2026-09-08,CNB,2,2026-09-08T21:30:00,2026-09-08T21:38:54,2026-09-08T21:35:00,2026-09-08T21:44:54,440.0
12302,2026-09-08,PRYJ,3,2026-09-08T23:43:00,2026-09-08T23:51:24,2026-09-08T23:45:00,2026-09-08T23:54:24,634.0
12302,2026-09-08,DDU,4,2026-09-09T00:45:00,2026-09-09T00:52:36,2026-09-09T00:55:00,2026-09-09T01:03:36,787.0
12302,2026-09-08,GAYA,5,2026-09-09T03:10:00,2026-09-09T03:16:42,2026-09-09T03:13:00,2026-09-09T03:19:42,992.0
12302,2026-09-08,DHN,6,2026-09-09T05:55:00,2026-09-09T05:59:06,2026-09-09T06:00:00,2026-09-09T06:03:36,1193.0
12302,2026-09-08,ASN,7,2026-09-09T06:54:00,2026-09-09T06:54:36,2026-09-09T06:56:00,2026-09-09T06:56:06,1251.0
12302,2026-09-08,HWH,8,2026-09-09T09:55:00,2026-09-09T09:55:12,,,1450.0
22436,2026-09-08,NDLS,1,,,2026-09-08T06:00:00,2026-09-08T06:05:00,0.0
22436,2026-09-08,CNB,2,2026-09-08T10:08:00,2026-09-08T10:20:36,2026-09-08T10:10:00,2026-09-08T10:24:36,440.0
22436,2026-09-08,PRYJ,3,2026-09-08T12:08:00,2026-09-08T12:19:36,2026-09-08T12:10:00,2026-09-08T12:21:36,634.0
22436,2026-09-08,BSB,4,2026-09-08T14:00:00,2026-09-08T14:12:24,,,759.0
12952,2026-09-08,NDLS,1,,,2026-09-08T16:55:00,2026-09-08T17:00:00,0.0
12952,2026-09-08,KOTA,2,2026-09-08T21:30:00,2026-09-08T21:38:06,2026-09-08T21:40:00,2026-09-08T21:48:36,465.0
12952,2026-09-08,BRC,3,2026-09-09T03:40:00,2026-09-09T03:50:24,2026-09-09T03:50:00,2026-09-09T04:02:24,992.0
12952,2026-09-08,MMCT,4,2026-09-09T08:35:00,2026-09-09T08:43:42,,,1384.0
